2158.000000, 455345.998000, -2419230.535797, 5385471.028531, 2405341.423551, 0.027407, -0.042530, -0.002484
2158.000000, 455346.998000, -2419230.512417, 5385471.030874, 2405341.498919, -0.006062, 0.073231, 0.140218
2158.000000, 455347.998000, -2419230.219700, 5385471.126626, 2405341.602892, -0.004967, 0.102322, 0.355583
2158.000000, 455348.998000, -2419229.527505, 5385471.414924, 2405341.689405, -0.053660, 0.267668, 0.439138
2158.000000, 455349.998000, -2419228.531396, 5385471.810567, 2405341.832791, -0.083887, 0.465005, 0.360418
2158.000000, 455350.998000, -2419227.293446, 5385472.236317, 2405342.153465, -0.199334, 1.299860, 0.552664
2158.000000, 455351.998000, -2419226.207082, 5385472.430614, 2405342.729684, -0.161643, 0.928395, 0.892255
2158.000000, 455352.998000, -2419225.092237, 5385472.477953, 2405343.867220, -0.135620, 0.636904, 1.259995
2158.000000, 455353.998000, -2419224.078540, 5385472.428474, 2405344.976770, -0.087204, 0.447573, 1.426713
2158.000000, 455354.998000, -2419223.055270, 5385472.239816, 2405346.639050, 0.107453, 0.212870, 1.527604
2158.000000, 455355.998000, -2419221.983499, 5385472.004456, 2405348.285716, 0.136685, 0.168440, 1.854667
2158.000000, 455356.998000, -2419220.472437, 5385471.739946, 2405350.327901, 0.266606, 0.248395, 2.513380
2158.000000, 455357.998000, -2419218.655765, 5385471.252099, 2405353.308664, 0.240633, 0.207221, 3.356055
2158.000000, 455358.998000, -2419216.516231, 5385470.647254, 2405356.921239, 0.292121, 0.141232, 3.846031
2158.000000, 455359.998000, -2419214.097810, 5385470.002726, 2405360.720859, 0.298237, 0.204111, 4.341326
2158.000000, 455360.998000, -2419211.557794, 5385469.183222, 2405365.101779, 0.336851, 0.141374, 4.809905
2158.000000, 455361.998000, -2419208.548795, 5385468.412991, 2405369.867306, 0.278641, 0.158836, 5.278099
2158.000000, 455362.998000, -2419205.431055, 5385467.441816, 2405375.018099, -0.090283, 0.836891, 6.030994
2158.000000, 455363.998000, -2419201.989843, 5385466.583445, 2405380.425381, -0.060211, 0.746689, 6.019845
