2158,455342,22.30155854,114.1903085,2.894
2158,455343,22.30155851,114.1903085,2.884
2158,455344,22.30155849,114.1903085,2.874
2158,455345,22.30155846,114.1903085,2.863
2158,455346,22.30155843,114.1903084,2.852
2158,455347,22.30155851,114.1903082,2.841
2158,455348,22.30155953,114.1903053,2.827
2158,455349,22.30156107,114.1902989,2.802
2158,455350,22.30156253,114.190289,2.775
2158,455351,22.30156539,114.1902763,2.752
2158,455352,22.30157197,114.190265,2.73
2158,455353,22.30158203,114.1902559,2.704
2158,455354,22.30159406,114.1902474,2.687
2158,455355,22.30160767,114.1902392,2.69
2158,455356,22.30162319,114.1902304,2.704
2158,455357,22.30164494,114.1902189,2.721
2158,455358,22.3016734,114.1902049,2.731
2158,455359,22.3017078,114.1901889,2.745
2158,455360,22.30174642,114.1901709,2.766
2158,455361,22.30178931,114.1901508,2.782
2158,455362,22.30183657,114.1901281,2.785
2158,455363,22.30188724,114.1901033,2.783
2158,455364,22.30194029,114.1900769,2.773
2158,455365,22.30199299,114.1900506,2.757
2158,455366,22.30204454,114.1900254,2.738
2158,455367,22.30209464,114.190001,2.698
2158,455368,22.30214302,114.1899765,2.672
2158,455369,22.30218893,114.1899502,2.618
2158,455370,22.30222964,114.1899185,2.556
2158,455371,22.30226255,114.1898807,2.53
2158,455372,22.30228494,114.189838,2.528
2158,455373,22.30229594,114.1897936,2.55
2158,455374,22.30229669,114.1897495,2.559
2158,455375,22.30228783,114.1897069,2.581
2158,455376,22.30227065,114.1896678,2.6
2158,455377,22.30224936,114.1896309,2.638
2158,455378,22.30222663,114.1895941,2.688
2158,455379,22.30220451,114.1895587,2.745
2158,455380,22.30218374,114.1895262,2.796
2158,455381,22.30216366,114.1894956,2.846
2158,455382,22.30214504,114.1894676,2.869
2158,455383,22.30212646,114.189441,2.912
2158,455384,22.30210643,114.1894129,2.951
2158,455385,22.30208505,114.189382,2.988
2158,455386,22.30206308,114.1893458,3.029
2158,455387,22.30204274,114.1893027,3.069
2158,455388,22.30202767,114.1892536,3.122
2158,455389,22.30202107,114.1892015,3.162
2158,455390,22.30202436,114.1891478,3.235
2158,455391,22.30203921,114.1890938,3.25
2158,455392,22.30206322,114.1890406,3.28
2158,455393,22.30209233,114.1889884,3.338
2158,455394,22.30212221,114.1889391,3.408
2158,455395,22.30215051,114.1888931,3.485
2158,455396,22.30217518,114.1888524,3.541
2158,455397,22.3021929,114.1888191,3.583
2158,455398,22.30220382,114.1887947,3.604
2158,455399,22.30221053,114.1887771,3.604
2158,455400,22.30221542,114.1887613,3.591
2158,455401,22.3022178,114.1887441,3.565
2158,455402,22.30221433,114.1887286,3.529
2158,455403,22.30220633,114.1887169,3.511
2158,455404,22.30219682,114.18871,3.511
2158,455405,22.30219262,114.1887082,3.513
2158,455406,22.30219253,114.1887081,3.513
2158,455407,22.30219249,114.1887081,3.513
2158,455408,22.30219249,114.1887081,3.514
2158,455409,22.30219249,114.1887081,3.516
2158,455410,22.3021925,114.1887081,3.517
2158,455411,22.30219251,114.1887081,3.518
2158,455412,22.30219252,114.1887081,3.519
2158,455413,22.30219252,114.1887081,3.52
2158,455414,22.30219253,114.1887081,3.521
2158,455415,22.30219254,114.1887081,3.522
2158,455416,22.30219258,114.1887082,3.52
2158,455417,22.30219261,114.1887082,3.518
2158,455418,22.30219262,114.1887082,3.52
2158,455419,22.30219262,114.1887082,3.52
