2158,455345,22.301575774,114.190307140,5.470446001,0.200674805,0.042308585,0.000081205 
2158,455346,22.301575405,114.190306782,5.537508261,0.163735509,0.001457144,0.067143466 
2158,455347,22.301576430,114.190304076,5.606930888,-0.115131992,0.115015497,0.136566093 
2158,455348,22.301578684,114.190297938,5.543117451,-0.747600333,0.364603012,0.072752604 
2158,455349,22.301580504,114.190288471,5.420712879,-1.723093334,0.566092004,-0.049652171 
2158,455350,22.301582576,114.190275762,5.330056700,-3.032636502,0.795534860,-0.140308863 
2158,455351,22.301586906,114.190264192,5.358249904,-4.224827468,1.275051622,-0.112116416 
2158,455352,22.301596476,114.190254283,5.130918952,-5.245889665,2.334761870,-0.339448427 
2158,455353,22.301608085,114.190245977,5.438184499,-6.101737285,3.620265942,-0.032184244 
2158,455354,22.301623370,114.190242832,7.018921130,-6.425840088,5.312926389,1.548550878 
2158,455355,22.301639050,114.190234476,6.933234828,-7.286895867,7.049179072,1.462861958 
2158,455356,22.301659867,114.190222856,6.994470177,-8.484237549,9.354385565,1.524092848 
2158,455357,22.301688187,114.190209282,7.153485883,-9.882931335,12.490316405,1.683101143 
2158,455358,22.301722652,114.190192144,7.280794875,-11.648830794,16.306778504,1.810398494 
2158,455359,22.301759186,114.190170842,7.614171140,-13.843876277,20.352368684,2.143758687 
2158,455360,22.301803896,114.190154868,7.152269068,-15.489863558,25.303339978,1.681835019 
2158,455361,22.301849636,114.190128911,7.631710848,-18.164509266,30.368340099,2.161247524 
2158,455362,22.301900558,114.190102395,5.572785931,-20.896782901,36.007196482,0.102284749 
2158,455363,22.301953468,114.190076273,5.565088633,-23.588442617,41.866096480,0.094542112 
2158,455364,22.302006559,114.190050004,5.541767153,-26.295193225,47.745170541,0.071168535 
2158,455365,22.302058245,114.190025472,5.364322440,-28.823010461,53.468550772,-0.106332747 
2158,455366,22.302108582,114.190002051,5.209098284,-31.236427833,59.042635640,-0.261617683 
2158,455367,22.302150098,114.189963306,7.034287497,-35.228755918,63.639836699,1.563506292 
2158,455368,22.302197694,114.189940073,6.693543543,-37.622755998,68.910381821,1.222693617 
2158,455369,22.302237775,114.189907282,6.823564795,-41.001543917,73.348742913,1.352644295 
2158,455370,22.302272210,114.189871005,6.536097845,-44.739555663,77.161879610,1.065107004 
2158,455371,22.302295402,114.189829381,6.447770789,-49.028628580,79.730088327,0.976716681 
2158,455372,22.302308239,114.189785073,6.366730466,-53.594185136,81.151549362,0.895621624 
2158,455373,22.302306328,114.189739130,6.714330357,-58.328268941,80.939979026,1.243182701 
2158,455374,22.302297011,114.189696180,7.014566494,-62.753866401,79.908301279,1.543389930 
2158,455375,22.302281764,114.189656925,6.930839292,-66.798853003,78.219985968,1.459642706 
2158,455376,22.302259688,114.189619905,7.095266698,-70.613417454,75.775403062,1.624058707 
2158,455377,22.302243179,114.189586952,6.509625033,-74.008973463,73.947275860,1.038400134 
2158,455378,22.302222700,114.189552025,6.312533858,-77.607962034,71.679550136,0.841292229 
2158,455379,22.302198570,114.189517236,6.759272307,-81.192688586,69.007520775,1.288015699 
2158,455380,22.302197020,114.189521349,2.198621579,-80.768780381,68.835874349,-3.272627786 
2158,455381,22.302170969,114.189475879,4.617143512,-85.454195185,65.951172132,-0.854136234 
2158,455382,22.302153843,114.189449677,5.519561724,-88.154096165,64.054739052,0.048264680 
2158,455383,22.302131710,114.189420770,5.388737638,-91.132734099,61.603852046,-0.082576979 
2158,455384,22.302111321,114.189389052,6.265661502,-94.401135011,59.346122164,0.794320890 
2158,455385,22.302088014,114.189354622,6.694148457,-97.948823622,56.765279287,1.222777991 
2158,455386,22.302069546,114.189315376,6.965583372,-101.992815657,54.720334824,1.494167517 
2158,455387,22.302051530,114.189269910,7.189739457,-106.677823230,52.725368405,1.718263894 
2158,455388,22.302052216,114.189231368,9.074287620,-110.649227527,52.801385217,3.602743798 
2158,455389,22.302051417,114.189186837,8.641167203,-115.237855808,52.712867218,3.169542901 
2158,455390,22.302046603,114.189089656,4.072321717,-125.251494963,52.179877524,-1.399486874 
2158,455391,22.302069700,114.189032610,4.305021247,-131.129594306,54.737498188,-1.166926976 
2158,455392,22.302105681,114.188980854,6.297627739,-136.462723430,58.721952297,0.825532069 
2158,455393,22.302157301,114.188941654,9.965440384,-140.501951629,64.438115164,4.493201578 
2158,455394,22.302211064,114.188900379,14.687918556,-144.755068396,70.391618946,9.215521430 
2158,455395,22.302248579,114.188861144,17.129884790,-148.797956876,74.545875134,11.657347222 
2158,455396,22.302254200,114.188827290,14.850049321,-152.286323007,75.168373412,9.377422112 
2158,455397,22.302264524,114.188802104,14.795995206,-154.881471965,76.311619142,9.323291890 
2158,455398,22.302269624,114.188786739,14.250628790,-156.464677597,76.876335904,8.777880033 
2158,455399,22.302208308,114.188755244,2.123848739,-159.709758109,70.086426627,-3.348901777 
2158,455400,22.302386015,114.188828780,45.264333956,-152.133355535,89.765273528,39.791520680 
2158,455401,22.302399162,114.188817483,49.384620492,-153.297515722,91.221168533,43.911758591 
2158,455402,22.302365156,114.188784316,44.222676407,-156.714964456,87.455464551,38.749784515 
2158,455403,22.302377702,114.188772631,50.369418179,-157.919173451,88.844861675,44.896477299 
2158,455404,22.302371856,114.188775679,49.332435715,-157.605094034,88.197487722,43.859511632 
2158,455405,22.302373882,114.188775721,49.464703155,-157.600821865,88.421847086,43.991776055 
2158,455406,22.302369619,114.188775509,48.319746491,-157.622616400,87.949781821,42.846825413 
2158,455407,22.302369805,114.188774957,48.306762253,-157.679506427,87.970402984,42.833839484 
2158,455408,22.302210971,114.188713884,5.513282132,-163.971727751,70.381378723,0.040420260 
2158,455409,22.302209588,114.188713834,5.094151882,-163.976826975,70.228224128,-0.378708423 
2158,455410,22.302210573,114.188713450,4.937590702,-164.016382060,70.337303948,-0.535271829 
2158,455411,22.302210070,114.188713229,4.950080091,-164.039116532,70.281669631,-0.522782408 
2158,455412,22.302210105,114.188712727,5.037246989,-164.090869304,70.285489559,-0.435616882 
2158,455413,22.302208972,114.188712028,4.954580377,-164.162934737,70.160010074,-0.518283960 
2158,455414,22.302208439,114.188711958,4.982750961,-164.170153798,70.101000710,-0.490112910 
2158,455415,22.302207180,114.188711200,4.975858012,-164.248239247,69.961651759,-0.497006329 
2158,455416,22.302206729,114.188711691,4.574548597,-164.197650137,69.911689256,-0.898313891 
2158,455417,22.302205044,114.188710648,4.344423320,-164.305126593,69.725057943,-1.128439880 
2158,455418,22.302204676,114.188710708,4.325584090,-164.298925651,69.684348872,-1.147278504 
2158,455419,22.302203803,114.188709768,4.090036352,-164.395820504,69.587681458,-1.382827676 
2158,455420,22.302203359,114.188709676,3.990467914,-164.405256582,69.538526980,-1.482395819 
2158,455421,22.302201969,114.188709044,3.617405480,-164.470418198,69.384624876,-1.855458248 
2158,455422,22.302201026,114.188708687,3.416171082,-164.507115939,69.280165695,-2.056692449 
2158,455423,22.302200907,114.188707870,3.583801173,-164.591334565,69.266961117,-1.889064387 
2158,455424,22.302199554,114.188707300,3.369466555,-164.650056843,69.117205009,-2.103398886 
2158,455425,22.302199239,114.188706803,3.290334694,-164.701299099,69.082240735,-2.182531689 
2158,455426,22.302197502,114.188707319,2.918767796,-164.648125200,68.889901071,-2.554095124 
2158,455427,22.302196344,114.188707344,2.852909273,-164.645521009,68.761682771,-2.619952188 
2158,455428,22.302195579,114.188706597,2.552614880,-164.722532636,68.676921319,-2.920247652 
2158,455429,22.302193836,114.188706560,2.364800975,-164.726353159,68.483986002,-3.108059570 
2158,455430,22.302193987,114.188706919,2.252739015,-164.689343852,68.500674433,-3.220120755 
2158,455431,22.302192969,114.188705268,1.939523648,-164.859435008,68.387958909,-3.533339298 
2158,455432,22.302192564,114.188705142,2.039467178,-164.872369535,68.343099106,-3.433395618 
2158,455433,22.302191333,114.188704240,1.654395150,-164.965365246,68.206774706,-3.818468584 
2158,455434,22.302191262,114.188703618,1.569568050,-165.029486033,68.198930411,-3.903297256 
2158,455435,22.302191489,114.188702924,1.548473168,-165.100924776,68.224046160,-3.924394256 
2158,455436,22.302190165,114.188702605,1.086499299,-165.133807795,68.077485813,-4.386367403 
2158,455437,22.302189455,114.188702392,0.900793929,-165.155765472,67.998803834,-4.572072497 
2158,455438,22.302188341,114.188702406,0.699188489,-165.154278196,67.875501038,-4.773676578 
2158,455439,22.302188473,114.188703054,0.545156566,-165.087516244,67.890026002,-4.927706929 
2158,455440,22.302188939,114.188702681,0.538101979,-165.125932177,67.941641287,-4.934763063 
2158,455441,22.302189812,114.188701862,0.673869333,-165.210304935,68.038388208,-4.798998929 
2158,455442,22.302181987,114.188698937,0.754135547,-165.511783273,67.171832060,-4.718731294 
2158,455443,22.302157366,114.188691196,0.997859921,-166.309492652,64.445521256,-4.474999382 
2158,455444,22.302119175,114.188676841,0.961648685,-167.788663319,60.216495226,-4.511207794 
2158,455445,22.302071099,114.188651737,1.099786241,-170.375460227,54.892826764,-4.373090487 
2158,455446,22.302017753,114.188612054,2.922878770,-174.464573212,48.985667879,-2.550060086 
2158,455447,22.301952119,114.188568231,2.435321674,-178.980347181,41.717772220,-3.037690291 
2158,455448,22.301888887,114.188532887,1.027084478,-182.622292139,34.715845378,-4.445988501 
